athlete,gender,gender_M,n_runs,total_km,avg_km,std_km,max_km,med_pace_min_km,avg_pace_min_km,std_pace_min_km,avg_speed_kmh,std_speed_kmh,avg_hr,std_hr,elev_gain_total,elev_gain_avg,elev_gain_std,weekly_km,best10_dist_km,best10_s,best10_h,pred_marathon_h,y_proxy
26677270,F,0,250,2344.8556,9.3794224,3.319853464283552,21.0058,5.832480677532366,6.592727083649208,5.255943487588862,9.952445373475983,1.676245529475452,156.40164835164833,11.986412543614353,39012.1,156.0484,136.4771991248497,20.724733838383838,10.0791,2833.0,0.7869444444444444,3.5899935236938014,1
26884005,M,1,59,445.722,7.554610169491525,1.681708642268632,12.173,6.702198877388125,6.98338789061656,0.9132444368485673,8.714252598018431,0.9669427854965555,,,5006.0,84.84745762711864,51.74689514568002,4.165626168224299,9.852,3890.0,1.0805555555555555,5.049959369144935,0
27279222,M,1,434,4433.6302,10.215737788018432,8.175302428103043,82.318,6.293064167153463,7.3562834898579545,3.722390199524538,8.967590369906022,2.0310518452974504,153.10461538461539,24.357425913166292,131954.2,304.041935483871,542.9227074161809,28.47285449541284,9.743,2818.0,0.7827777777777778,3.7016970598174552,0
27479582,M,1,155,946.0213,6.103363225806452,17.436614377320485,216.736,6.052899287894202,6.807520927031073,4.532923399183539,11.043031695681533,9.949344589554725,155.36774193548385,18.87332133103541,6963.8,44.92774193548387,142.0921612100244,9.28772664796634,9.590200000000001,6897.0,1.9158333333333333,9.21291473359563,0
27655563,M,1,595,4915.7401,8.261748067226891,4.74698842194958,32.1207,4.586100285552497,4.6516737785194895,0.8264210205009536,13.270267255589589,2.2138346336822154,150.35117647058823,23.319368078955527,42941.1,72.16991596638655,193.2390747735904,42.692531885856084,10.0924,2001.0,0.5558333333333333,2.5321365165491265,1
27679859,M,1,168,2236.8595,13.314639880952381,8.281694404446444,58.683800000000005,6.040577315403653,16.42246154199779,84.60740026741693,9.610742631013794,2.128301536083487,135.779,15.752109334462112,29370.4,174.82380952380953,268.1336323905183,22.178493626062323,10.0566,2879.0,0.7997222222222222,3.656937750876051,0
27950722,F,0,192,1708.2857,8.897321354166666,3.58221700359575,22.489,6.66444080558393,6.784370849712709,0.9199023587296009,8.966205698961195,0.9594082421404815,152.02948717948718,14.1422415431342,18774.0,97.78125,123.6249007538022,15.194409021601015,9.9649,3397.0,0.9436111111111111,4.357008179955545,0
28252317,F,0,103,607.0071,5.893272815533981,3.120531861033364,16.7062,7.6523857437907115,7.970868791405284,3.3781539385132726,8.62524151139066,5.364471091717744,142.76666666666668,29.54093205480603,6702.2,65.06990291262136,77.24011940739676,6.2302781524926685,10.1405,4090.0,1.136111111111111,5.149612216277349,0
29039974,M,1,235,3113.9767,13.250964680851064,7.0787563053114475,43.645199999999996,5.989836914148794,6.866830869953754,9.762281250355496,10.095458098323311,2.54035754388118,144.09898989898988,13.50731090738924,89241.9,379.7527659574468,494.3491435724994,33.12741170212766,9.7467,2308.0,0.6411111111111111,3.0305461338648927,1
30414122,M,1,43,326.0171,7.581793023255814,4.03533469429119,22.6627,5.223904206014014,5.415149796113849,0.7720643292393956,11.273107297815802,1.4147802402938126,,,2286.1,53.165116279069764,46.058337147789985,4.83499936440678,9.7056,2403.0,0.6675,3.1694520717344212,1
30467841,M,1,6,33.4249,5.5708166666666665,1.6853557077562782,7.504,6.336378909235558,6.486867908620144,0.47774566623269527,9.29052843967022,0.669967118975406,,,483.6,80.60000000000001,46.86499759948783,1.0732766055045873,,,,,0
31787106,M,1,138,1314.6644000000001,9.526553623188407,4.571460219605911,21.0759,5.0690878060386355,5.169040724637353,0.8236878843829978,11.888471938228399,1.815150889802388,150.97445255474452,15.47792559628958,8163.2,59.153623188405795,66.59156383235039,51.12583777777778,9.9365,2288.0,0.6355555555555555,2.9434910996655543,1
31889836,M,1,238,2305.9968,9.689062184873949,4.8899461171906715,30.6955,5.025242403520885,5.194431012463154,1.1455644681565154,11.883057018564537,1.6252747427758014,120.38805970149254,8.742834185228155,23917.8,100.49495798319327,151.29876852914916,24.719720673813168,9.8979,2338.0,0.6494444444444445,3.0202508226667195,1
31945236,F,0,41,386.6204,9.429765853658537,3.3189664436093476,15.104899999999999,6.188612787879537,6.250787677939588,0.4790025785442939,9.654487331229682,0.7485567446130288,164.32105263157894,7.53844768215675,3945.0,96.21951219512195,90.20587624848007,4.2154872274143305,10.4282,3297.0,0.9158333333333334,4.029871370875828,0
32507764,M,1,112,1007.169,8.992580357142858,3.7055534785148088,22.306,5.435837619077255,5.567486320535657,0.6390102529982307,10.919961855467012,1.3219434230479488,146.5268292682927,8.347973048583324,8551.7,76.35446428571429,91.01685111614118,12.912423076923076,9.838,2880.0,0.8,3.74442736395549,0
34460713,M,1,217,2070.808,9.54289400921659,3.954582233719635,30.6609,5.514310022840965,5.632465358726246,1.7154539828389919,11.104100103956936,1.842490613905403,150.63041474654378,12.636799448046643,47727.1,219.9405529953917,176.79500950218574,21.31714117647059,9.5961,2825.0,0.7847222222222222,3.7711356204910746,0
34669133,M,1,261,3029.1349,11.605880842911878,3.8700547924784536,25.458599999999997,5.7651015939188515,6.121025655245705,3.218459999561287,10.220415412224037,1.4681188178013134,132.79365079365078,18.315289787635333,32314.8,123.81149425287356,197.41491648806425,37.26527996485061,10.0532,2529.0,0.7025,3.213515487667047,1
35538376,M,1,138,1310.2606,9.494642028985508,3.1507910537901456,20.0096,5.43991625264875,5.612864042611427,1.3757075592152714,10.939861337477794,1.23327324125996,149.50172413793103,10.623913630806952,11696.5,84.7572463768116,75.30087667085101,20.472821875,10.0916,2588.0,0.7188888888888889,3.2752223742165874,1
36259004,M,1,149,2087.6592,14.011135570469799,11.169686442041398,80.0,5.7185978748277,6.147252882700922,1.8979222849013266,10.544343442034455,2.754579076992262,154.81830985915494,7.943609945555975,82501.1,553.6986577181209,740.8614620454573,24.93790853242321,10.0257,2674.0,0.7427777777777778,3.4076420245366448,1
36288626,F,0,93,840.0964,9.033294623655914,4.160170705119162,20.0033,6.399148806809546,7.572275693832378,7.063672948955417,9.18417420787266,2.114141080348732,157.6076923076923,10.46006406151225,11794.3,126.82043010752687,162.091497617281,15.980094565217392,9.6884,3094.0,0.8594444444444445,4.088530808231027,0
37124981,F,0,59,423.1657,7.1723,2.845371129359596,15.188799999999999,6.991531808456137,7.455803347872929,1.7957220824529454,8.38692329884003,1.4878956860436376,162.90862068965518,15.08751411845743,6178.7,104.72372881355932,186.70579506269792,7.899093066666667,10.101299999999998,3504.0,0.9733333333333334,4.4299450765789885,0
37580157,F,0,89,564.0216,6.337321348314607,4.23470710303751,28.6979,6.354954838431525,6.937913200533044,3.650068896069446,9.190491992155502,1.310195850851014,153.8938775510204,8.63629473412608,5907.5,66.37640449438203,54.05198470511327,10.728671739130435,10.2032,3393.0,0.9425,4.244215488888732,0
38870390,M,1,8,50.604,6.3255,3.091296769041387,11.33,5.375548109336101,5.391175122020642,0.3463253558576096,11.168423522371164,0.6986999467973875,151.7,17.780085167721467,58.0,7.25,15.182226450688976,8.63970731707317,10.462,3816.0,1.06,4.648265405474806,0
39076296,M,1,86,930.192,10.816186046511628,4.928765194988741,43.384,5.307636121953414,5.4403288322927175,0.6397501105761146,11.148598234048599,1.045916546167496,161.24285714285713,7.711068112043324,9003.6,104.69302325581396,105.68269354751645,19.79131914893617,10.006,2745.0,0.7625,3.505422502773848,0
39963418,M,1,53,273.0926,5.152690566037736,3.1388602670190378,17.0061,5.623099292620764,5.94170912825624,0.888823810596367,10.276581576026095,1.240292242807607,134.07358490566037,14.228345908288901,1482.0,27.962264150943398,24.24834828962658,6.480163389830508,10.0053,3195.0,0.8875,4.080384511804015,0
45799771,M,1,73,749.3805,10.265486301369863,5.4599238511507915,25.085900000000002,5.3711253478289,5.410676359526458,0.8936391554968517,11.366058026294526,1.7601574525258967,146.34626865671643,11.411149895025025,15303.8,209.64109589041095,233.87188672173136,31.03942899408284,9.5633,2778.0,0.7716666666666666,3.721878098923674,0
46817575,,0,11,69.7734,6.343036363636363,5.386214557604019,21.1583,6.247275897137876,6.409087908125925,0.5112812926728021,9.41591125226092,0.7505799199891596,,,293.7,26.7,26.48607181142572,4.522349999999999,10.241299999999999,4258.0,1.1827777777777777,5.3052201876957135,0
