athlete_id,gender,apto_genero,esforco_genero_hr,best_pred_marathon_s,target_s_gender,v_pred_mps,v_needed_mps,esforco_extra_pct_genero,hr_p80,hr_p90,hr_needed_bpm,num_runs,total_km,longest_run_km,median_pace_s_per_km,best_pace_s_per_km,avg_hr_bpm,mean_elev_gain_per_km,share_runs_ge_15k,slope_speed_mps_per_week,weeks_speed_goal,weeks_long_run,weeks_to_target_genero_est_hr
26884005,M,0,Alto,16489.035802174614,10800,2.5589731568437264,3.9069444444444446,52.67625742754273,,,,59,445.722,12.173,402.1319326432875,347.79061862678446,,11.231215869981739,0.0,0.01,134.7836503950323,9.0,24.0
27279222,M,1,Já atinge,8800.341717324301,10800,4.794700178168669,3.9069444444444446,-18.515354469219425,168.7,169.6,184.4990086823389,429,4387.8004,82.318,376.9391062746006,193.77497880586168,157.73833333333332,29.091728967434342,0.15384615384615385,0.01,0.0,0.0,0.0
27479582,M,0,Moderado,16288.136103225857,10800,2.5905358189905656,3.9069444444444446,50.81607502986907,151.96,153.88000000000002,151.97430948102624,148,697.6495,29.6689,361.39131690426746,189.0571739817971,155.89333333333335,8.921528647264852,0.006756756756756757,0.01,131.62769977541035,1.0,24.0
27655563,M,1,Já atinge,9115.691459576856,10800,4.628831524971191,3.9069444444444446,-15.59544944836244,162.06,170.79,152.0080594951932,595,4915.7401,32.1207,275.16601713314986,156.59068384539148,150.35117647058823,8.735429279509711,0.07226890756302522,0.01,0.0,0.0,0.0
27679859,M,0,Baixo,11171.646516174771,10800,3.7769723503969033,3.9069444444444446,3.4411714460626954,149.98,155.73,134.07109130016113,162,2148.4791999999998,43.482800000000005,361.8067291962472,190.7965142944504,136.5050505050505,13.589426418463816,0.30246913580246915,0.01,12.995909813772752,0.0,13.0
27950722,F,0,Moderado,15907.900810717276,13500,2.652455562934671,3.1255555555555556,17.836302301609447,164.5,171.35000000000002,168.00027773784055,192,1708.2857,22.489,399.8664483350358,284.2105263157895,152.02948717948718,10.989964968974453,0.057291666666666664,0.01,47.30526873521494,4.0,24.0
28252317,F,0,Alto,18199.872634678828,13500,2.3184228179487265,3.1255555555555556,34.81387136799132,158.69,164.83999999999997,153.49181505599884,98,575.724,14.1746,459.6348089466783,168.35362825189677,153.85999999999999,10.613418929903911,0.0,0.01,80.70520324035888,8.0,24.0
29039974,M,1,Já atinge,10725.92737524494,10800,3.933925573408651,3.9069444444444446,-0.6858576366209205,155.02,159.10000000000002,156.41027180740628,229,3111.4522,43.645199999999996,359.4209510154538,223.43649219310947,144.09898989898988,28.66680709412794,0.29694323144104806,0.01,0.0,0.0,0.0
2913078,F,1,Já atinge,8106.626067815429,13500,5.205001396021057,3.1255555555555556,-39.95091801618201,162.84,169.32000000000002,158.99196993649272,265,2826.9938,49.4975,365.5887145310688,170.2224239673173,148.68318584070798,20.942847486966542,0.12075471698113208,0.01,0.0,0.0,0.0
30414122,M,0,Alto,13142.215260415234,10800,3.2106459347909686,3.9069444444444446,21.68717833717809,,,,43,326.0171,22.6627,313.43425236084084,247.58902077151333,,7.012208868798599,0.046511627906976744,0.01,69.62288867647995,4.0,24.0
30467841,M,0,Alto,,10800,,3.9069444444444446,,,,,6,33.4249,7.504,380.1827345541335,355.4447095975454,,14.468255701587738,0.0,0.01,390.65537890655384,12.0,24.0
31787106,M,1,Já atinge,10541.49471910857,10800,4.002753036864223,3.9069444444444446,-2.3935674156613818,165.14,168.56,160.01483329055682,138,1314.6644000000001,21.0759,304.1452683623182,218.62190122974818,150.97445255474452,6.209341334564167,0.15217391304347827,0.01,0.0,5.0,0.0
31889836,M,1,Já atinge,9711.36131331773,10800,4.34491093871007,3.9069444444444446,-10.079987839650641,129.24,131.81,141.93434560046342,235,2305.6474,30.6955,301.99807297394625,218.78129573992763,120.38805970149254,10.373572299042777,0.1148936170212766,0.01,0.0,0.0,0.0
31945236,F,0,Moderado,14507.536935152979,13500,2.908488200899077,3.1255555555555556,7.463236556688739,169.1,172.4,170.97924919214137,41,386.6204,15.104899999999999,371.3167672727722,316.1619454939491,164.32105263157894,10.203807145199788,0.07317073170731707,0.01,21.70456500914694,8.0,24.0
32507764,M,0,Moderado,13496.18189422412,10800,3.1264397835404054,3.9069444444444446,24.964647168741866,153.9,160.0,159.42008546076536,112,1007.169,22.306,326.15025714463525,184.34952433088225,146.5268292682927,8.490829245141581,0.08928571428571429,0.01,78.0426618242215,4.0,24.0
34460713,M,0,Moderado,12287.56897492747,10800,3.4339583432734355,3.9069444444444446,13.773786804883981,158.32000000000002,163.17,158.14920595772907,216,2061.2196,30.6609,330.8224616888598,223.89538339607685,150.79166666666666,22.935741538650223,0.06481481481481481,0.01,47.293880729028004,0.0,24.0
3460571,M,0,Moderado,11798.387047105656,10800,3.5763363103392294,3.9069444444444446,9.244324510237565,147.28,151.49,148.69727590225256,401,3869.6825,41.4699,324.268001874139,229.63882437735242,137.6794117647059,11.780242952748708,0.08977556109725686,0.01,33.057507659755544,0.0,24.0
34669133,M,0,Moderado,11568.655755601369,10800,3.6473554829021357,3.9069444444444446,7.117182922234893,141.1,157.6,151.3658297466571,259,3029.1343,25.458599999999997,345.8368564340336,251.56169179962598,133.856,10.667998444308,0.15057915057915058,0.01,25.956300524178467,3.0,24.0
3539760,M,1,Já atinge,10277.48597112184,10800,4.105576024969674,3.9069444444444446,-4.8380928599829565,155.44,161.16,159.77989298839807,352,3414.6964,59.606199999999994,345.8165627870161,233.74691695065238,145.5193220338983,14.647597953364171,0.07386363636363637,0.01,0.0,0.0,0.0
35538376,M,0,Moderado,11790.800547179715,10800,3.5786374157684127,3.9069444444444446,9.174079140552918,160.66,167.06,169.16082418810674,137,1307.9515,20.0096,325.28995031785,256.4509096674462,149.50172413793103,8.927930431671205,0.058394160583941604,0.01,32.827420125590635,5.0,24.0
3573750,M,0,Alto,11176.707502350655,10800,3.775262078847967,3.9069444444444446,3.4880324291727294,136.94,144.2,152.57189231108728,1060,14099.033,46.8864,345.9987694951513,244.23797751016826,129.9570996978852,10.005452146966393,0.25660377358490566,0.01,13.166919867660996,0.0,20.0
