athlete_id,gender,num_runs,total_km,longest_run_km,median_pace_s_per_km,best_pace_s_per_km,avg_hr_bpm,share_runs_ge_15k,mean_elev_gain_per_km,best_pred_marathon_s,target_s_gender,v_pred_mps,v_needed_mps,apto_genero,esforco_extra_pct_genero
10305317,F,220,1930.1971,21.0668,380.7221653881978,269.5267998555114,155.7,0.045454545454545456,9.410489737032554,13839.134495226623,13500,3.0489623476492587,3.1255555555555556,0,2.5121073720490554
10446972,M,595,7747.3455,72.81280000000001,317.431797083221,210.80986121684137,144.13333333333333,0.2638655462184874,23.61313304021358,10897.253943045476,10800,3.8720764167314323,3.9069444444444446,0,0.9004994726433023
10814597,M,261,2827.043,32.954,332.1456086286595,238.64306784660766,,0.16091954022988506,26.70794183180093,10713.419805964219,10800,3.9385183036055227,3.9069444444444446,1,-0.8016684632942748
10825360,M,799,9023.5192,84.278,366.6488314938922,222.27151730257322,169.0066561014263,0.16896120150187735,43.052426818131,11584.729974148822,10800,3.642294649435732,3.9069444444444446,0,7.2660182791557615
11088529,F,436,4427.9775,25.5772,351.2632605039403,253.3851722751039,149.57260726072607,0.10091743119266056,30.369372924772087,12991.689794116168,13500,3.247845404922597,3.1255555555555556,1,-3.765260784324674
11284478,M,500,5267.4648,43.706900000000005,387.9388708466688,239.69694990529686,153.05993265993266,0.136,27.95775683209122,12450.190321627522,10800,3.389104817675121,3.9069444444444446,0,15.279540015069651
11348733,F,459,3756.631,25.679,356.9426751592357,176.05097868108896,142.58513189448442,0.030501089324618737,10.69341119742663,11947.720322417987,13500,3.531636066240003,3.1255555555555556,1,-11.498367982088983
11910984,M,407,4420.2502,63.136199999999995,317.27099236641226,163.57235858610215,148.80277777777778,0.11056511056511056,25.90124875736672,7508.334470161471,10800,5.619754975978391,3.9069444444444446,1,-30.478384535541934
12021072,M,503,5427.5738,61.5578,337.9698705299129,252.53857312409338,150.24285714285713,0.1550695825049702,32.50437608052423,11852.60911687021,10800,3.5599756630751,3.9069444444444446,0,9.746380711761208
12642956,M,416,5776.3568000000005,104.321,353.56369022085903,159.40128076537303,154.4726368159204,0.2692307692307692,37.712074849669946,6925.4555614920455,10800,6.0927399830011115,3.9069444444444446,1,-35.87541146766624
